종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"030350","드래곤플라이","15165394006","973","15586222","15592079","5857","2025-09"
"203650","드림시큐리티","159706849480","1670","95632844","95632844","0","2025-09"
"223250","드림씨아이에스","147464940000","6000","24577490","24577490","0","2025-09"
"060570","드림어스컴퍼니","103094745264","1392","74062317","74101573","39256","2025-09"
"362990","드림인사이트","26447735156","1613","16396612","16800574","403962","2025-09"
"192650","드림텍","549780641550","8350","65841993","68948026","3106033","2025-09"
"016670","디모아","29933673750","3945","7587750","7594234","6484","2025-09"
"187870","디바이스","127467635820","19220","6632031","7036609","404578","2025-09"
"489730","디비금융제13호스팩","13265540000","2095","6332000","6332000","0","2025-09"
"0004Y0","디비금융제14호스팩","11028625000","2075","5315000","5315000","0","2025-09"
"024090","디씨엠","102941920640","11960","8607184","11400000","2792816","2025-09"
"003160","디아이","947010391600","36400","26016769","28300000","2283231","2025-09"
"092200","디아이씨","388621126250","10030","38745875","38888569","142694","2025-09"
"110990","디아이티","382813980300","20700","18493429","18900000","406571","2025-09"
"263690","디알젬","59053696720","5420","10895516","11325610","430094","2025-09"
"214680","디알텍","189075250980","2265","83476932","83477056","124","2025-09"
"347850","디앤디파마텍","3696158007000","84900","43535430","43535430","0","2025-09"
"263720","디앤씨미디어","154988933400","12600","12300709","12412591","111882","2025-09"
"376300","디어유","1001760733200","42200","23738406","23738406","0","2025-09"
"109740","디에스케이","164069797200","6550","25048824","25710390","661566","2025-09"
"031860","디에이치엑스컴퍼니","8522302421","449","18980629","18985423","4794","2025-09"
"196490","디에이테크놀로지","36209568780","203","178372260","178549360","177100","2025-09"
"066900","디에이피","31090051983","1931","16100493","22744503","6644010","2025-09"
"092070","디엔에프","221109012520","19690","11229508","11571858","342350","2025-09"
"039840","디오","243412529040","18180","13389028","14375087","986059","2025-09"
"013570","디와이","132720247580","5380","24669191","26319633","1650442","2025-09"
"024900","디와이덕양","70205710700","2165","32427580","32564980","137400","2025-09"
"219550","디와이디","47573334549","1521","31277669","31277669","0","2025-09"
"310870","디와이씨","25650995880","1240","20686287","20687271","984","2025-09"
"210540","디와이파워","171717841560","15560","11035851","11041708","5857","2025-09"
"104460","디와이피엔에프","138939110520","14980","9274974","10518101","1243127","2025-09"
"079810","디이엔티","106131958830","5130","20688491","21528094","839603","2025-09"
"113810","디젠스","23198544261","711","32628051","32628051","0","2025-09"
"043360","디지아이","22562461570","2530","8917969","9000000","82031","2025-09"
"197140","디지캡","28266634950","2175","12996154","13013154","17000","2025-09"
"068930","디지털대성","223778744000","8540","26203600","27675342","1471742","2025-09"
"033130","디지틀조선","85365114100","2300","37115267","37115267","0","2025-09"
"105740","디케이락","107030379640","10820","9891902","10168513","276611","2025-09"
"263020","디케이앤디","39531593745","3045","12982461","13836146","853685","2025-09"
"290550","디케이티","219413493100","10970","20001230","20001230","0","2025-09"
"066670","디티씨","46308020300","2950","15697634","18691918","2994284","2025-09"
"187220","디티앤씨","27244428000","2400","11351845","11524933","173088","2025-09"
"383930","디티앤씨알오","36179082240","2830","12784128","12784128","0","2025-09"
"131180","딜리","25563912120","920","27786861","29350000","1563139","2025-09"
"315640","딥노이드","103390256640","3520","29372232","29372232","0","2025-09"
"317120","라닉스","30072488460","1974","15234290","15260000","25710","2025-09"
"462510","라메디텍","45159210450","5130","8802965","8802965","0","2025-09"
"232680","라온로보틱스","201535067500","16250","12402158","13014735","612577","2025-09"
"042510","라온시큐어","102871482560","9520","10805828","11205174","399346","2025-09"
"418420","라온텍","196705333130","6470","30402679","30479308","76629","2025-09"
"300120","라온피플","44640425680","2140","20860012","20860012","0","2025-09"
"171120","라이온켐텍","77650540000","2200","35295700","35901760","606060","2025-09"
"388790","라이콤","88938078350","2915","30510490","30609397","98907","2025-09"
"214260","라파스","97117747650","11550","8408463","8922463","514000","2025-09"
"171010","램테크놀러지","52833888640","3695","14298752","14298752","0","2025-09"
"084650","랩지노믹스","121605103620","1638","74239990","74239990","0","2025-09"
"217500","러셀","91664881840","3160","29007874","31812000","2804126","2025-09"
"038390","레드캡투어","193961535200","11600","16720822","16720822","0","2025-09"
"294140","레몬","134217654460","5990","22406954","22414818","7864","2025-09"
"443250","레뷰코퍼레이션","122849492800","11030","11137760","11137760","0","2025-09"
"228670","레이","89555767000","5740","15602050","15602050","0","2025-09"
"228850","레이언스","81986852400","5210","15736440","16591014","854574","2025-09"
"412350","레이저쎌","61617577560","4730","13026972","13026972","0","2025-09"
"199550","레이저옵텍","72113537160","5880","12264207","12265791","1584","2025-09"
"281740","레이크머티리얼즈","1508515204500","22950","65730510","65730548","38","2025-09"
"277810","레인보우로보틱스","13812698896000","712000","19399858","19399858","0","2025-09"
"215100","로보로보","184939672060","9130","20256262","20348454","92192","2025-09"
"090360","로보스타","750750000000","77000","9750000","9750000","0","2025-09"
"108490","로보티즈","4050760519000","279500","14492882","14649528","156646","2025-09"
"033290","로젠","119151900480","2270","52489824","56156301","3666477","2025-09"
"067730","로지시스","25152197200","2600","9673922","9673922","0","2025-09"
"071280","로체시스템즈","146774118960","9840","14916069","15296603","380534","2025-09"
"376900","로킷헬스케어","865153490600","55400","15616489","15661489","45000","2025-09"
"214610","롤링스톤","23788743120","2840","8376318","8383322","7004","2025-09"
"032350","롯데관광개발","1934315818200","24300","79601474","79601474","0","2025-09"
"089860","롯데렌탈","1218179967400","33550","36309388","36309388","0","2025-09"
"000400","롯데손해보험","780502825750","2525","309110030","310336320","1226290","2025-09"
"023530","롯데쇼핑","3101289208000","109700","28270640","28288755","18115","2025-09"
"020150","롯데에너지머티리얼즈","2317171737750","44250","52365463","52365463","0","2025-09"
"280360","롯데웰푸드","1190918664900","134700","8841267","9304574","463307","2025-09"
"286940","롯데이노베이트","366130681400","24200","15129367","15129367","0","2025-09"
"004000","롯데정밀화학","1273500000000","50000","25470000","25800000","330000","2025-09"
"004990","롯데지주","2772050238450","36450","76050761","104909237","28858476","2025-09"
"005300","롯데칠성","1317601528000","142000","9278884","9278884","0","2025-09"
"011170","롯데케미칼","3592640924400","85200","42167147","42775419","608272","2025-09"
"071840","롯데하이마트","203594265600","8800","23135712","23607712","472000","2025-09"
"328130","루닛","1262162036200","43100","29284502","29284502","0","2025-09"
"038060","루멘스","29535284366","614","48103069","48103069","0","2025-09"
"474170","루미르","328736491200","18450","17817696","17817696","0","2025-09"
"141080","리가켐바이오","6305368516000","173200","36405130","36610338","205208","2025-09"
"058470","리노공업","7323925400000","96500","75895600","76211850","316250","2025-09"
"016100","리더스코스메틱","28823920044","1572","18335827","19100894","765067","2025-09"
"012700","리드코프","102507382260","4005","25594852","26446135","851283","2025-09"
"302550","리메드","100293701750","3245","30907150","31495528","588378","2025-09"
"491000","리브스메드","2051168740200","82200","24953391","24953391",,"자료 없음"
"073570","리튬포어스","41104491093","683","60182271","60186641","4370","2025-09"
"377450","리파인","209693000000","12100","17330000","17330000","0","2025-09"
"277070","린드먼아시아","65709099000","5220","12587950","13692000","1104050","2025-09"
"042500","링네트","75845483250","3925","19323690","22291144","2967454","2025-09"
"193250","링크드","25772372787","399","64592413","64592413","0","2025-09"
"474650","링크솔루션","450484963200","80100","5624032","5624032","0","2025-09"
"219420","링크제니시스","61338425650","5450","11254757","11469507","214750","2025-09"
"439090","마녀공장","232221644200","14170","16388260","16388260","0","2025-09"
"027740","마니커","56643086456","892","63501218","63511228","10010","2025-09"
"195500","마니커에프앤지","46096530000","2885","15978000","15978000","0","2025-09"
"377480","마음AI","119808133750","16850","7110275","7110275","0","2025-09"
"305090","마이크로디지탈","154710857600","8320","18595055","18595055","0","2025-09"
"098120","마이크로컨텍솔","264345958800","31800","8312766","8312766","0","2025-09"
"424980","마이크로투나노","69546957500","11750","5918890","5918890","0","2025-09"
"038290","마크로젠","200782728000","18520","10841400","10841400","0","2025-09"
"001080","만호제강","185031100800","54400","3401307","4150000","748693","2025-09"
"267980","매일유업","296013544950","40450","7318011","7663638","345627","2025-09"
"005990","매일홀딩스","138513248620","11210","12356222","13298304","942082","2025-09"
"093520","매커스","216385681200","24900","8690188","14163092","5472904","2025-09"
"100590","머큐리","58797791760","3720","15805858","15830023","24165","2025-09"
"067280","멀티캠퍼스","176914353150","29850","5926779","5926779","0","2025-09"
"072870","메가스터디","133005643320","11660","11407002","11920959","513957","2025-09"
"215200","메가스터디교육","472760660000","47500","9952856","10365216","412360","2025-09"
"133750","메가엠디","42295671260","1916","22074985","23407077","1332092","2025-09"
"446540","메가터치","86199650000","4150","20771000","20771000","0","2025-09"
"235980","메드팩토","197081945750","5750","34275121","34275121","0","2025-09"
"041920","메디아나","471426882500","25550","18451150","18598223","147073","2025-09"
"014100","메디앙스","19019099979","1683","11300713","11800000","499287","2025-09"
"054180","메디콕스","12664395225","2295","5518255","5527981","9726","2025-09"
"086900","메디톡스","869710882200","132200","6578751","7298497","719746","2025-09"
"078160","메디포스트","838386184350","21450","39085603","39204603","119000","2025-09"
"138040","메리츠금융지주","25108852038800","146200","171743174","175221773","3478599","2025-09"
"0088D0","메리츠제1호스팩","12720025000","2195","5795000","5795000",,"자료 없음"
"408920","메쎄이상","153767540520","3630","42360204","43232455","872251","2025-09"
"021880","메이슨캐피탈","56016683712","264","212184408","212184408","0","2025-09"
"140410","메지온","4285406515400","141100","30371414","30371414","0","2025-09"
"241770","메카로","243044310000","24600","9879850","10192640","312790","2025-09"
"090370","메타랩스","41884539978","1682","24901629","24904689","3060","2025-09"
"059210","메타바이오메드","134909344130","4985","27063058","28094301","1031243","2025-09"
"118000","메타케어","52906764680","308","171775210","171777364","2154","2025-09"
"058110","멕아이씨에스","26438786180","1706","15497530","16050530","553000","2025-09"
"072770","멤레이비티","62102098608","748","83024196","83024196","0","2025-09"
"017180","명문제약","61574985702","1842","33428331","33953454","525123","2025-09"
"009900","명신산업","498466263500","9500","52470133","52470133","0","2025-09"
"317450","명인제약","903740000000","61900","14600000","14600000","0","2025-09"
"012690","모나리자","79885293375","2185","36560775","36571255","10480","2025-09"
"005360","모나미","35224580248","1864","18897307","18897307","0","2025-09"
"070960","모나용평","161071764615","3405","47304483","48133333","828850","2025-09"
"434480","모니터랩","44625407500","3775","11821300","12310300","489000","2025-09"
"080420","모다이노칩","165315406200","2100","78721622","79721622","1000000","2025-09"
"417970","모델솔루션","146164595000","22850","6396700","6396700","0","2025-09"
"080160","모두투어","230253443700","13300","17312289","18900000","1587711","2025-09"
"087260","모바일어플라이언스","66245072135","2035","32552861","32552861","0","2025-09"
"101330","모베이스","113571765500","5300","21428635","23147029","1718394","2025-09"
"012860","모베이스전자","289993774560","3990","72680144","73233457","553313","2025-09"
"363260","모비데이즈","49544233205","1565","31657657","32163769","506112","2025-09"
"348030","모비릭스","26266393000","2735","9603800","9603800","0","2025-09"
"250060","모비스","187917507240","5860","32067834","32171314","103480","2025-09"
"288980","모아데이타","20768493762","601","34556562","34556562","0","2025-09"
"142760","모아라이프플러스","32891477710","806","40808285","40808285","0","2025-09"
"033200","모아텍","35529481940","3860","9204529","14331185","5126656","2025-09"
"333050","모코엠시스","28618373664","1236","23154024","24613326","1459302","2025-09"
"009680","모토닉","240931731360","11140","21627624","28050000","6422376","2025-09"
"118990","모트렉스","241845552640","9920","24379592","24861990","482398","2025-09"
"463480","모티브링크","105318043000","8500","12390358","12390358","0","2025-09"
"006920","모헨즈","33808719250","3350","10092155","10920000","827845","2025-09"
"009580","무림P&P","155597626110","2495","62363778","62368324","4546","2025-09"
"001810","무림SP","32099375000","1450","22137500","22137500","0","2025-09"
"009200","무림페이퍼","85091038950","2045","41609310","41609310","0","2025-09"
"033920","무학","272549871720","10290","26486868","28500000","2013132","2025-09"
"008420","문배철강","39735271760","2140","18567884","20503505","1935621","2025-09"
"279600","미디어젠","30451076500","6500","4684781","4684781","0","2025-09"
"095500","미래나노텍","321175375560","11320","28372383","31009999","2637616","2025-09"
"254490","미래반도체","256563260000","17770","14438000","14438000","0","2025-09"
"025560","미래산업","67219019000","15050","4466380","4482654","16274","2025-09"
"218150","미래생명자원","61605998040","3160","19495569","20415802","920233","2025-09"
"007120","미래아이앤지","33306875966","1219","27323114","28878608","1555494","2025-09"
"100790","미래에셋벤처투자","1237709467400","23300","53120578","53124634","4056","2025-09"
"0097F0","미래에셋비전스팩10호","13130000000","2020","6500000","6500000",,"자료 없음"
"0099W0","미래에셋비전스팩11호","14140000000","2020","7000000","7000000",,"자료 없음"
"477380","미래에셋비전스팩4호","17050500000","2105","8100000","8100000","0","2025-09"
"477470","미래에셋비전스팩5호","11699800000","2135","5480000","5480000","0","2025-09"
"478440","미래에셋비전스팩6호","14241150000","2055","6930000","6930000","0","2025-09"
"482680","미래에셋비전스팩7호","17005050000","2070","8215000","8215000","0","2025-09"
